Name,Year,Theme,Pieces,USD_MSRP,Current_Price
Anna and Elsa's Frozen Wonderland,2021,Disney,154.0,44.99,29.0
The Ice Castle,2021,Disney,1709.0,219.99,190.0
Antonio's Magical Door,2021,Disney,99.0,19.99,14.5211
Isabela's Magical Door,2021,Disney,114.0,19.99,17.1451
The Madrigal House,2021,Disney,587.0,49.99,57.49
SPIKE Essential Set,2021,Education,442.0,319.95,349.95
Small Hub,2021,Education,2.0,214.95,219.95
Police Helicopter,2021,City,51.0,9.99,8.0
Police Prisoner Transport,2021,City,244.0,29.99,14.99
Police Patrol Boat,2021,City,276.0,59.99,45.0
Fire Hazard Truck,2021,City,87.0,9.99,9.25
Fire Rescue Helicopter,2021,City,212.0,39.99,23.334
Fire Command Unit,2021,City,380.0,59.99,35.0
Holiday Camper Van,2021,City,190.0,19.99,14.45
Roadwork Truck,2021,City,58.0,9.99,10.0
Sports Car,2021,City,89.0,9.99,9.49
Beach Rescue ATV,2021,City,79.0,9.99,6.99
Tractor,2021,City,148.0,19.99,14.0
Race Buggy Transporter,2021,City,210.0,19.99,24.0
Airshow Jet Transporter,2021,City,281.0,29.99,28.5
Skate Park,2021,City,195.0,39.99,34.1905
Family House,2021,City,388.0,59.99,38.25
Town Center,2021,City,790.0,99.99,90.0
Stunt Park,2021,City,170.0,39.99,19.8
Stunt Show Truck,2021,City,420.0,69.99,54.99
Stunt Show Arena,2021,City,668.0,99.99,72.25
Wheelie Stunt Bike,2021,City,14.0,7.99,5.0
Demolition Stunt Bike,2021,City,12.0,7.99,5.99
Rocket Stunt Bike,2021,City,14.0,7.99,8.0
Wildlife Rescue ATV,2021,City,74.0,9.99,9.999
Wildlife Rescue Off-Roader,2021,City,157.0,49.99,39.98
Wildlife Rescue Operation,2021,City,525.0,89.99,50.05
City Advent Calendar,2021,City,349.0,29.99,18.8
Road Plates,2021,City,112.0,19.99,22.0
Car Transporter,2021,City,342.0,29.99,34.99
Shopping Street,2021,City,533.0,79.99,60.0
Wildlife Rescue Camp,2021,City,503.0,99.99,96.99
Seaside Police and Fire Mission,2021,City,297.0,49.99,28.0
Selfie Stunt Bike,2021,City,14.0,7.99,4.99
Chicken Stunt Bike,2021,City,10.0,7.99,6.1
Fire Stunt Bike,2021,City,11.0,7.99,5.45
LEGO Minifigures - Marvel Studios Series {Box of 6 random bags},2021,Collectable Minifigures,0.0,29.94,39.571
Master Your Adventure,2021,Super Mario,366.0,59.99,55.99
Chain Chomp Jungle Encounter,2021,Super Mario,160.0,19.99,19.8247
Piranha Plant Puzzling Challenge,2021,Super Mario,267.0,29.99,29.99
Wiggler's Poison Swamp,2021,Super Mario,374.0,39.99,39.99
Penguin Mario Power-Up Pack,2021,Super Mario,18.0,9.99,9.35
Tanooki Mario Power-Up Pack,2021,Super Mario,13.0,9.99,10.38
Adventures with Luigi,2021,Super Mario,280.0,59.99,34.98
Boss Sumo Bro Topple,2021,Super Mario,231.0,29.99,13.3787
Lakitu Sky World,2021,Super Mario,484.0,39.99,39.99
Reznor Knockdown,2021,Super Mario,862.0,69.99,45.0
Bowser's Airship,2021,Super Mario,1152.0,99.99,83.55
Frog Mario Power-Up Pack,2021,Super Mario,11.0,9.99,8.5
Bee Mario Power-Up Pack,2021,Super Mario,13.0,9.99,7.65
Super Mario 64 Question Mark Block,2021,Super Mario,2064.0,199.99,159.944
Epic Battle Set - Kai vs. Skulkin,2021,Ninjago,61.0,9.99,10.99
Epic Battle Set - Zane vs. Nindroid,2021,Ninjago,57.0,9.99,12.99
Epic Battle Set - Jay vs. Serpentine,2021,Ninjago,69.0,9.99,5.51
Epic Battle Set - Cole vs. Ghost Warrior,2021,Ninjago,51.0,9.99,8.79
Kai's Blade Cycle,2021,Ninjago,54.0,9.99,8.45
Tournament of Elements,2021,Ninjago,283.0,29.99,29.862
Boulder Blaster,2021,Ninjago,449.0,39.99,31.98
X-1 Ninja Charger,2021,Ninjago,599.0,49.99,67.2615
Zane's Titan Mech Battle,2021,Ninjago,840.0,64.99,47.0
Ultra Sonic Raider,2021,Ninjago,725.0,79.99,78.0
NINJAGO City Gardens,2021,Ninjago,5685.0,349.99,345.95
Overlord Dragon,2021,Ninjago,372.0,29.99,24.95
Lloyd's Jungle Chopper Bike,2021,Ninjago,183.0,19.99,14.947
Jungle Dragon,2021,Ninjago,506.0,39.99,37.3897
The Keepers' Village,2021,Ninjago,632.0,49.99,48.0
Catamaran Sea Battle,2021,Ninjago,780.0,69.99,60.0
Final Flight of Destiny's Bounty,2021,Ninjago,147.0,39.99,24.5
Lloyd's Hydro Mech,2021,Ninjago,228.0,19.99,19.1926
Ninja Sub Speeder,2021,Ninjago,356.0,39.99,35.0
Fire Dragon Attack,2021,Ninjago,563.0,49.99,55.0
Water Dragon,2021,Ninjago,737.0,79.99,50.0
Temple of the Endless Sea,2021,Ninjago,1060.0,99.99,85.0
Hydro Bounty,2021,Ninjago,1159.0,139.99,102.0
Millennium Falcon Microfighter,2021,Star Wars,101.0,9.99,8.97
Darth Vader Meditation Chamber,2021,Star Wars,663.0,69.99,59.896
Resistance X-wing Starfighter,2021,Star Wars,60.0,19.99,14.95
 AT-AT vs. Tauntaun Microfighters,2021,Star Wars,205.0,19.99,15.0
Trouble on Tatooine,2021,Star Wars,276.0,29.99,18.3562
Imperial TIE Fighter,2021,Star Wars,432.0,44.99,34.95
Luke Skywalker's X-wing Fighter,2021,Star Wars,474.0,49.99,35.0
Imperial Shuttle,2021,Star Wars,660.0,69.99,62.99
Darth Vader Helmet,2021,Star Wars,834.0,79.99,53.3477
Scout Trooper Helmet,2021,Star Wars,471.0,49.99,59.99
Imperial Probe Droid,2021,Star Wars,683.0,59.99,50.0
Star Wars Advent Calendar,2021,Star Wars,335.0,39.99,47.9816
R2-D2,2021,Star Wars,2314.0,239.99,177.4929
Republic Gunship,2021,Star Wars,3292.0,399.99,325.0
Duel on Mandalore,2021,Star Wars,147.0,19.99,17.98
Imperial Armored Marauder,2021,Star Wars,478.0,39.99,40.0
Boba Fett's Starship,2021,Star Wars,593.0,49.99,34.95
Boutique Hotel,2022,Icons,3066.0,229.99,175.2
Vespa 125,2022,Icons,1106.0,99.99,70.0
Back to the Future Time Machine,2022,Icons,1872.0,199.99,159.944
Optimus Prime,2022,Icons,1508.0,179.99,137.67
Loop Coaster,2022,Icons,3756.0,399.99,345.0
Lion Knights' Castle,2022,Icons,4514.0,399.99,329.99
Atari 2600,2022,Icons,2532.0,239.99,199.0
Eiffel Tower,2022,Icons,10001.0,629.99,624.99
Holiday Main Street,2022,Icons,1514.0,99.99,78.82
Succulents,2022,Icons,771.0,49.99,57.0
Orchid,2022,Icons,608.0,49.99,53.0
Galaxy Explorer,2022,Icons,1254.0,99.99,79.95
"Mickey, Minnie and Goofy's Fairground Fun",2022,Disney,184.0,34.99,42.2604
Spider-Man at Doc Ock's Lab,2022,Marvel Super Heroes,131.0,29.99,26.991
Spider-Man Webquarters Hangout,2022,Marvel Super Heroes,155.0,49.99,44.99
Spider-Man & Friends: Funfair Adventure,2022,Duplo,41.0,59.99,31.5
Creative Building Time,2022,Duplo,120.0,44.99,31.02
Creative Monsters,2022,Classic,140.0,9.99,9.99
Space Mission,2022,Classic,1700.0,69.99,55.0
Green Baseplate,2022,Classic,1.0,7.99,7.22
Gray Baseplate,2022,Classic,1.0,14.99,14.6
White Baseplate,2022,Classic,1.0,7.99,6.252
Singapore,2022,Architecture,827.0,59.99,45.0
The Great Pyramid of Giza,2022,Architecture,1476.0,129.99,97.0
The Creeper Ambush,2022,Minecraft,72.0,9.99,11.0
The Fox Lodge,2022,Minecraft,193.0,19.99,19.99
The Guardian Battle,2022,Minecraft,255.0,24.99,18.0
The Bakery,2022,Minecraft,154.0,24.99,25.0
The Llama Village,2022,Minecraft,1252.0,129.99,96.03
The Skeleton Dungeon,2022,Minecraft,364.0,34.99,39.99
Sonic the Hedgehog - Green Hill Zone,2022,Ideas,1125.0,79.99,58.0
The Globe,2022,Ideas,2585.0,229.99,165.0
Vincent van Gogh - The Starry Night,2022,Ideas,2316.0,169.99,149.95
Jazz Quartet,2022,Ideas,1606.0,99.99,89.9
Motorized Lighthouse,2022,Ideas,2065.0,299.99,285.0
The Office,2022,Ideas,1164.0,119.99,94.99
Off-Road Buggy,2022,Creator,160.0,14.99,9.0
Super Robot,2022,Creator,159.0,9.99,6.8
Supersonic-jet,2022,Creator,215.0,19.99,14.391
Street Racer,2022,Creator,258.0,19.99,9.6
Dolphin and Turtle,2022,Creator,137.0,9.99,10.0
Majestic Tiger,2022,Creator,755.0,49.99,26.25
Downtown Noodle Shop,2022,Creator,569.0,44.99,31.42
Viking Ship and the Midgard Serpent,2022,Creator,1192.0,119.99,89.99
Elvis Presley  'The King',2022,Art,3445.0,119.99,130.7891
Jim Lee Batman Collection,2022,Art,4167.0,119.99,99.99
Vespa,2022,Creator,118.0,9.99,14.4517
High-Speed Train,2022,Creator,284.0,19.99,22.1101
New York Postcard,2022,Creator,254.0,14.99,29.95
Mini Disney The Haunted Mansion,2022,Disney,680.0,39.99,65.0
Valentine Lovebirds,2022,Seasonal,298.0,12.99,15.0
Easter Rabbits Display,2022,Seasonal,288.0,12.99,21.5
Sunflowers,2022,Creator,191.0,12.99,12.5
Endgame Battle,2022,Marvel Super Heroes,62.0,14.99,14.99
Electric Scooters & Charging Dock,2022,City,50.0,12.99,15.75
Iron Man,2022,Brick Sketches,200.0,16.99,13.6
Miles Morales,2022,Brick Sketches,214.0,16.99,20.0
Ahsoka Tano,2022,BrickHeadz,164.0,9.99,9.99
Lion Dance Guy,2022,BrickHeadz,239.0,9.99,11.05
French Bulldog,2022,BrickHeadz,237.0,14.99,12.7017
Koi Fish,2022,BrickHeadz,203.0,14.99,29.97
Poodles,2022,BrickHeadz,304.0,14.99,15.0
Obi-Wan Kenobi & Darth Vader,2022,BrickHeadz,260.0,19.99,19.99
Demogorgon & Eleven,2022,BrickHeadz,192.0,19.99,39.99
Chip & Dale,2022,BrickHeadz,226.0,19.99,29.0
Buzz Lightyear,2022,BrickHeadz,114.0,9.99,9.99
Woody and Bo Peep,2022,BrickHeadz,296.0,19.99,19.99
Jake Sully & his Avatar,2022,BrickHeadz,246.0,19.99,24.99
Defense of Hoth,2022,Star Wars,64.0,14.99,11.99
Clone Trooper Command Station,2022,Star Wars,66.0,14.99,22.0
Road Runner & Wile E. Coyote,2022,BrickHeadz,205.0,19.99,19.99
London Postcard,2022,Creator,277.0,14.99,29.0
Halloween Cat and Mouse,2022,Seasonal,328.0,12.99,24.3254
Wintertime Polar Bears,2022,Seasonal,312.0,12.99,18.79
Penguin & Snowflake,2022,Seasonal,139.0,9.99,18.5907
Christmas Tree,2022,Seasonal,784.0,44.99,35.93
LEGO Brand Store,2022,Promotional,541.0,36.99,44.99
Beijing Postcard,2022,Creator,274.0,14.99,24.95
Turtle Protection Vehicle,2022,Friends,90.0,9.99,5.5
Street Food Market,2022,Friends,592.0,49.99,49.99
Canal Houseboat,2022,Friends,737.0,79.99,57.99
Friendship Tree House,2022,Friends,1114.0,79.99,61.191
Main Street Building,2022,Friends,1682.0,159.99,127.553
Friends Advent Calendar,2022,Friends,312.0,34.99,27.99
Vacation Beach House,2022,Friends,686.0,79.99,55.913
Surfer Beach Fun,2022,Friends,288.0,39.99,20.0
Emma's Art School,2022,Friends,844.0,69.99,57.289
Recycling Truck,2022,Friends,259.0,19.99,21.0
Andrea's Theatre School,2022,Friends,1154.0,99.99,62.2334
Stephanie's Sailing Adventure,2022,Friends,304.0,39.99,39.97
Mia's Wildlife Rescue,2022,Friends,430.0,49.99,41.83
Pet Day-Care Center,2022,Friends,593.0,69.99,46.791
Organic Farm ,2022,Friends,826.0,89.99,58.5726
Into the Deep Bracelets with Charms,2022,Dots,36.0,5.99,2.85
Gamer Bracelet with Charms,2022,Dots,37.0,5.99,2.85
Candy Kitty Bracelet & Bag Tag,2022,Dots,188.0,14.99,14.97
Extra DOTS - Series 6,2022,Dots,118.0,3.99,3.95
Lots of DOTS - Lettering,2022,Dots,722.0,19.99,20.0
Big Message Board,2022,Dots,943.0,39.99,35.7
Rainbow Bracelet with Charms,2022,Dots,37.0,5.99,6.6817
Stitch-on Patch,2022,Dots,95.0,5.99,4.893
Extra DOTS Series 7 - Sport,2022,Dots,115.0,3.99,5.0
Big Box,2022,Dots,479.0,34.99,21.0
Mickey Mouse & Minnie Mouse Stitch-on Patch,2022,Dots,95.0,5.99,2.4
The Batman -  Batmobile,2022,Technic,1360.0,99.99,75.0
Chopper,2022,Technic,163.0,12.99,12.0
Telehandler,2022,Technic,143.0,12.99,12.5049
Monster Jam Megalodon,2022,Technic,260.0,19.99,20.7899
Monster Jam El Toro Loco,2022,Technic,247.0,19.99,14.99
John Deere 9620R 4WD Tractor,2022,Technic,390.0,34.99,24.7414
Formula E Porsche 99x Electric,2022,Technic,422.0,49.99,26.0273
Ford Mustang Shelby GT500,2022,Technic,544.0,49.99,48.5263
All-Terrain Vehicle,2022,Technic,764.0,89.99,57.99
App-Controlled Transformation Vehicle,2022,Technic,772.0,149.99,99.0
McLaren Formula 1 Race Car,2022,Technic,1432.0,199.99,130.0
Ferrari Daytona SP3,2022,Technic,3778.0,449.99,425.0
Material Handler,2022,Technic,835.0,149.99,100.79
Airbus H175 Rescue Helicopter,2022,Technic,2001.0,209.99,147.8689
Anna's Castle Courtyard,2022,Disney,74.0,9.99,5.05
Elsa's Castle Courtyard,2022,Disney,53.0,9.99,11.4
"Aurora, Merida and Tiana's Enchanted Creations",2022,Disney,558.0,69.99,43.0
Ultimate Adventure Castle,2022,Disney,698.0,99.99,74.99
Jasmine and Mulan's Adventure,2022,Disney,176.0,44.99,28.4525
Elsa and the Nokk's Ice Stable,2022,Disney,53.0,14.99,10.0
Police Car,2022,City,94.0,9.99,8.0
Space Ride Amusement Truck,2022,City,433.0,49.99,35.991
Ice Cream Truck Police Chase,2022,City,317.0,39.99,25.5
Police Station,2022,City,668.0,69.99,30.0
Police Chase at the Bank,2022,City,915.0,99.99,91.3458
Race Car,2022,City,46.0,9.99,9.0
Stunt Plane,2022,City,59.0,9.99,7.5
Mobile Crane,2022,City,340.0,39.99,23.49
Cement Mixer Truck,2022,City,85.0,19.99,19.99
Picnic in the Park,2022,City,147.0,19.99,15.0
Horse Transporter,2022,City,196.0,29.99,16.6
Beach Lifeguard Station,2022,City,211.0,39.99,24.0
School Day,2022,City,433.0,69.99,56.1
Hospital,2022,City,816.0,119.99,101.98
Touring Stunt Bike,2022,City,10.0,7.99,10.0
Reckless Scorpion Stunt Bike,2022,City,15.0,7.99,7.25
Bathtub Stunt Bike,2022,City,14.0,7.99,9.99
Train Station,2022,City,907.0,99.99,65.0
Freight Train,2022,City,1153.0,199.99,145.0
Express Passenger Train,2022,City,764.0,189.99,145.0
The Knockdown Stunt Challenge,2022,City,117.0,34.99,16.644
Chicken Henhouse,2022,City,101.0,9.99,12.0
Farmers Market Van,2022,City,310.0,44.99,29.8
Barn & Farm Animals,2022,City,230.0,69.99,45.0
Grocery Store,2022,City,404.0,69.99,79.95
Lunar Roving Vehicle,2022,City,275.0,39.99,18.0
Lunar Space Station,2022,City,500.0,79.99,49.491
Lunar Research Base,2022,City,786.0,129.99,90.0
Rocket Launch Center,2022,City,1010.0,159.99,110.0
City Advent Calendar,2022,City,287.0,34.99,20.68
Wild Animal Rescue Missions,2022,City,246.0,39.99,29.98
Mars Spacecraft Exploration Missions,2022,City,298.0,39.99,25.191
LEGO Minifigures - Series 22 {Box of 6 random bags},2022,Collectable Minifigures,0.0,29.94,26.1573
Kai's Spinjitzu Ninja Training,2022,Ninjago,32.0,9.99,9.35
Lloyd's Spinjitzu Ninja Training,2022,Ninjago,32.0,9.99,7.98
Jay's Spinjitzu Ninja Training,2022,Ninjago,25.0,9.99,8.5
Bowser Jr.'s Clown Car ,2022,Super Mario,84.0,9.99,8.5
Luigi's Mansion Lab and Poltergust,2022,Super Mario,179.0,29.99,14.995
Dorrie's Beachfront ,2022,Super Mario,229.0,29.99,29.99
Luigi's Mansion Entryway,2022,Super Mario,504.0,39.99,29.6376
Big Urchin Beach Ride,2022,Super Mario,536.0,59.99,59.99
Luigi's Mansion Haunt-and-Seek,2022,Super Mario,877.0,79.99,79.99
Adventures with Peach,2022,Super Mario,354.0,59.99,35.248
Fuzzy Flippers,2022,Super Mario,154.0,19.99,19.99
Cat Peach Suit and Frozen Tower,2022,Super Mario,494.0,79.99,64.99
Princess Peach's Castle,2022,Super Mario,1216.0,129.99,115.0
Big Spike's Cloudtop Challenge,2022,Super Mario,540.0,69.99,54.99
The Mighty Bowser,2022,Super Mario,2807.0,269.99,206.9931
Big Bad Island,2022,Super Mario,354.0,44.99,44.99
Lloyd's Ninja Mech,2022,Ninjago,57.0,9.99,8.75
Ninja Training Center,2022,Ninjago,524.0,39.99,29.4974
Ninja Ultra Combo Mech,2022,Ninjago,1104.0,89.99,73.99
Lloyd's Legendary Dragon,2022,Ninjago,747.0,69.99,50.0
Ninja Dojo Temple,2022,Ninjago,1394.0,99.99,74.6558
Jay's Golden Dragon Motorbike,2022,Ninjago,137.0,19.99,22.99
Cole's Dragon Cruiser,2022,Ninjago,384.0,44.99,36.0
 Zane's Golden Dragon Jet ,2022,Ninjago,258.0,34.99,33.0371
The Crystal King,2022,Ninjago,722.0,79.99,56.1
Kai's Golden Dragon Raider ,2022,Ninjago,624.0,89.99,71.091
Lloyd's Golden Ultra Dragon ,2022,Ninjago,989.0,149.99,125.0
Snowtrooper Battle Pack,2022,Star Wars,105.0,19.99,15.25
The Razor Crest Microfighter,2022,Star Wars,98.0,9.99,9.0
Hoth AT-ST,2022,Star Wars,586.0,49.99,35.3
The Justifier ,2022,Star Wars,1022.0,169.99,123.9938
Dark Trooper Attack,2022,Star Wars,166.0,34.99,20.38
The Mandalorian's N-1 Starfighter,2022,Star Wars,412.0,59.99,48.0
Boba Fett's Throne Room,2022,Star Wars,732.0,99.99,64.9935
Luke Skywalker (Red Five) Helmet,2022,Star Wars,675.0,69.99,40.0
The Mandalorian Helmet,2022,Star Wars,584.0,69.99,47.95
Death Star Trench Run Diorama,2022,Star Wars,665.0,69.99,64.99
Dagobah Jedi Training Diorama,2022,Star Wars,1000.0,89.99,57.9942
The Razor Crest,2022,Star Wars,6187.0,599.99,450.0
Obi-Wan Kenobi's Jedi Starfighter,2022,Star Wars,282.0,29.99,20.792
Obi-Wan Kenobi vs. Darth Vader,2022,Star Wars,408.0,49.99,33.7459
BD-1,2022,Star Wars,1062.0,99.99,76.9923
Inquisitor Transport Scythe,2022,Star Wars,924.0,99.99,75.0
AT-TE Walker,2022,Star Wars,1082.0,139.99,119.99
Ambush on Ferrix,2022,Star Wars,679.0,69.99,59.1637
Death Star Trash Compactor Diorama,2022,Star Wars,802.0,89.99,99.99
Star Wars Advent Calendar,2022,Star Wars,329.0,44.99,35.0
Luke Skywalker's Landspeeder,2022,Star Wars,1890.0,239.99,149.99
Republic Fighter Tank,2022,Star Wars,262.0,39.99,39.99
Dark Trooper Helmet,2022,Star Wars,693.0,69.99,58.0
Neytiri & Thanator vs. AMP Suit Quaritch,2022,Avatar,560.0,44.99,60.0
Jake & Neytiri's First Banshee Flight,2022,Avatar,572.0,59.99,40.0
Floating Mountains: Site 26 & RDA Samson,2022,Avatar,887.0,99.99,75.0
Toruk Makto & Tree of Souls,2022,Avatar,1212.0,149.99,150.0
Batman & Selina Kyle Motorcycle Pursuit,2022,DC Comics Super Heroes,149.0,14.99,14.9587
Batcave: The Riddler Face-Off,2022,DC Comics Super Heroes,581.0,79.99,58.6886
Wolverine Mech Armor,2022,Marvel Super Heroes,141.0,9.99,12.1442
Iron Man Mech Armor,2022,Marvel Super Heroes,130.0,9.99,10.4584
Black Panther Mech Armor,2022,Marvel Super Heroes,124.0,9.99,5.9
Gargantos Showdown,2022,Marvel Super Heroes,264.0,29.99,14.99
Iron Man Figure,2022,Marvel Super Heroes,381.0,39.99,22.0
Attack on New Asgard,2022,Marvel Super Heroes,159.0,19.99,14.25
The Goat Boat,2022,Marvel Super Heroes,564.0,59.99,26.81
Thor's Hammer,2022,Marvel Super Heroes,979.0,99.99,82.0
Shuri's Lab,2022,Marvel Super Heroes,58.0,9.99,5.75
King Namor's Throne Room,2022,Marvel Super Heroes,355.0,34.99,25.0
Black Panther: War on the Water,2022,Marvel Super Heroes,545.0,89.99,58.7951
Iron Man Armory,2022,Marvel Super Heroes,496.0,89.99,50.0
I am Groot,2022,Marvel Super Heroes,476.0,54.99,33.4933
Sanctum Sanctorum,2022,Marvel Super Heroes,2708.0,249.99,212.4915
Spider-Man & Green Goblin Mech Battle,2022,Marvel Super Heroes,296.0,19.99,34.95
Batman versus Harley Quinn,2022,DC Comics Super Heroes,42.0,9.99,11.99
Venom Figure,2022,Marvel Super Heroes,297.0,24.99,22.0
Guardians of the Galaxy Advent Calendar,2022,Marvel Super Heroes,268.0,44.99,30.0
Hogwarts Moment: Divination Class,2022,Harry Potter,297.0,29.99,25.0
Hogwarts Moment: Defence Against the Dark Arts Class,2022,Harry Potter,257.0,29.99,32.99
Hogwarts Hospital Wing,2022,Harry Potter,510.0,49.99,33.5948
Hogwarts Magical Trunk,2022,Harry Potter,603.0,64.99,39.0
Hogwarts Carriage and Thestrals,2022,Harry Potter,121.0,19.99,13.5
Hogwarts Courtyard: Sirius's Rescue,2022,Harry Potter,345.0,49.99,49.99
Hogwarts: Dumbledore's Office,2022,Harry Potter,654.0,79.99,55.9913
The Ministry of Magic,2022,Harry Potter,990.0,99.99,79.0
Harry Potter Advent Calendar,2022,Harry Potter,334.0,44.99,30.0
Hogwarts Express - Collectors' Edition,2022,Harry Potter,5129.0,499.99,325.0
Hungarian Horntail Dragon,2022,Harry Potter,671.0,49.99,39.99
The Shrieking Shack & Whomping Willow,2022,Harry Potter,777.0,89.99,74.99
Jazz Club,2023,Icons,2899.0,229.99,207.0
Wildflower Bouquet,2023,Icons,939.0,59.99,47.95
Dried Flower Centrepiece,2023,Icons,812.0,49.99,43.98
The Lord of the Rings: Rivendell,2023,Icons,6167.0,499.99,420.39
The Bee Cottage,2023,Minecraft,254.0,24.99,25.0
The Panda Haven,2023,Minecraft,553.0,49.99,44.49
A-Frame Cabin,2023,Ideas,2082.0,179.99,165.56
BTS Dynamite,2023,Ideas,749.0,99.99,15.99
White Rabbit,2023,Creator,258.0,19.99,12.58
Exotic Parrot,2023,Creator,253.0,19.99,15.95
Magical Unicorn,2023,Creator,145.0,9.99,7.29
Birdhouse,2023,Creator,476.0,29.99,30.0
Hokusai - The Great Wave,2023,Art,1810.0,99.99,68.69
Tusken Raider,2023,BrickHeadz,152.0,9.99,19.95
EVE & WALL-E,2023,BrickHeadz,155.0,14.99,14.99
Cruella & Maleficent,2023,BrickHeadz,320.0,19.99,21.95
Llama,2023,BrickHeadz,100.0,9.99,19.97
Frodo & Gollum,2023,BrickHeadz,184.0,14.99,14.99
Gandalf the Grey & Balrog,2023,BrickHeadz,348.0,19.99,29.5
Aragorn & Arwen,2023,BrickHeadz,261.0,19.99,27.5
Heart Ornament,2023,Seasonal,254.0,12.99,23.992
Bird's Nest,2023,Seasonal,232.0,12.99,16.0
Piñata,2023,Seasonal,206.0,9.99,19.0
Daffodils,2023,Icons,216.0,12.99,14.0
Money Tree,2023,Seasonal,336.0,24.99,36.9427
Holiday Camping Trip,2023,Friends,87.0,19.99,13.491
Dog Rescue Center,2023,Friends,617.0,59.99,45.99
Organic Grocery Store,2023,Friends,830.0,89.99,64.99
Downtown Flower and Design Stores,2023,Friends,2010.0,159.99,110.0
Hair Salon,2023,Friends,401.0,39.99,32.5
Extra DOTS Series 8 - Glitter and Shine,2023,Dots,115.0,3.99,3.0
2022 Ford GT,2023,Technic,1466.0,119.99,99.95
Moana's Wayfinding Boat,2023,Disney,321.0,34.99,35.0
Twirling Rapunzel,2023,Disney,89.0,9.99,10.0
'Up' House,2023,Disney,598.0,59.99,60.0
Fire Rescue Boat,2023,City,144.0,29.99,25.97
Fire Command Truck,2023,City,502.0,64.99,48.993
Electric Sports Car,2023,City,95.0,9.99,15.0
Recycling Truck,2023,City,261.0,29.99,29.99
Custom Car Garage,2023,City,507.0,59.99,39.99
ATV and Otter Habitat,2023,City,90.0,9.99,10.0
Zane's Ice Dragon Creature,2023,Ninjago,973.0,99.99,65.0
Boba Fett's Starship Microfighter,2023,Star Wars,85.0,9.99,6.6222
501st Clone Troopers Battle Pack,2023,Star Wars,119.0,19.99,20.0
TIE Bomber,2023,Star Wars,625.0,64.99,45.4935
Mandalorian Fang Fighter vs TIE Interceptor,2023,Star Wars,957.0,99.99,79.99
Captain Rex Helmet,2023,Star Wars,854.0,69.99,65.0
Clone Commander Cody Helmet,2023,Star Wars,766.0,69.99,53.8923
Princess Leia (Boushh) Helmet,2023,Star Wars,670.0,69.99,89.95
Emperor's Throne Room Diorama,2023,Star Wars,807.0,99.99,83.9916
X-wing Starfighter,2023,Star Wars,1949.0,239.99,269.99
Executor Super Star Destroyer,2023,Star Wars,630.0,69.99,90.0
Skimwing Adventure ,2023,Avatar,259.0,34.99,20.0
Mako Submarine,2023,Avatar,553.0,59.99,40.0
Metkayina Reef Home,2023,Avatar,528.0,79.99,59.0
Payakan the Tulkun & Crabsuit,2023,Avatar,761.0,99.99,69.98
Thanos Mech Armor,2023,Marvel Super Heroes,113.0,14.99,20.0
Miles Morales vs. Morbius,2023,Marvel Super Heroes,220.0,24.99,24.0
Ghost Rider Mech & Bike,2023,Marvel Super Heroes,264.0,34.99,34.0
The Hulkbuster: The Battle of Wakanda,2023,Marvel Super Heroes,385.0,49.99,49.99
The Avengers Quinjet,2023,Marvel Super Heroes,795.0,99.99,69.993
Guardians of the Galaxy Headquarters,2023,Marvel Super Heroes,67.0,9.99,10.0
Baby Rocket's Ship,2023,Marvel Super Heroes,330.0,34.99,23.21
The New Guardians' Ship,2023,Marvel Super Heroes,1108.0,99.99,72.2415
Pagani Utopia,2023,Speed Champions,249.0,24.99,25.0
2 Fast 2 Furious Nissan Skyline GT-R (R34),2023,Speed Champions,319.0,24.99,14.64
Fighter Plane Chase,2023,Indiana Jones,387.0,34.99,27.89
Escape from the Lost Tomb,2023,Indiana Jones,600.0,39.99,33.1
Temple of the Golden Idol,2023,Indiana Jones,1545.0,149.99,170.147
